,COMPOUND_NAME,SACRI_PERIOD,DOSE_LEVEL,RBC(x10_4/ul),Hb(g/dL),Ht(%),MCV(fL),MCH(pg),MCHC(%),Ret(%),Plat(x10_4/uL),WBC(x10_2/uL),Neu(%),Eos(%),Bas(%),Mono(%),Lym(%),PT(s),APTT(s),Fbg(mg/dL),ALP(IU/L),TC(mg/dL),TG(mg/dL),PL(mg/dL),TBIL(mg/dL),DBIL(mg/dL),GLC(mg/dL),BUN(mg/dL),CRE(mg/dL),Na(meq/L),K(meq/L),Cl(meq/L),Ca(mg/dL),IP(mg/dL),TP(g/dL),RALB(g/dL),A/G,AST(IU/L),ALT(IU/L),LDH(IU/L),GTP(IU/L)
8950,methyldopa,8 day,High,743.0636,9.419528,42.66785,62.901264,22.55259,38.855988,18.595358,143.56395,164.73065,53.761066,2.2956145,0.7745601,17.268744,49.666336,24.59023,35.94868,610.03,2144.171,337.626,406.85538,404.7525,1.1682954,1.9573995,296.0746,113.9844,0.86139536,139.66348,4.987179,108.33028,9.217106,7.4072475,6.0406547,2.9343789,1.6567597,677.3471,240.51302,940.8218,12.336788
8951,nitrofurantoin,8 day,Middle,742.48004,9.393738,42.65514,62.817234,22.560009,38.762005,18.656252,142.62633,165.45601,53.965874,2.297349,0.7670227,17.252642,49.709606,24.533249,35.981316,608.83875,2139.1963,336.90076,407.70563,405.69284,1.1639743,1.9407256,296.34283,114.32745,0.8596611,139.63963,5.0020304,108.33335,9.208541,7.4311748,6.046655,2.9337173,1.6573006,674.7215,240.86244,941.4274,12.311137
8952,bendazac,8 day,Middle,581.59045,9.311384,33.639683,65.84222,22.798819,39.443123,26.711926,189.53862,258.9299,45.23655,2.6048625,0.9744583,22.21859,52.686806,32.761074,49.459473,444.96048,2609.1367,360.45905,408.1133,577.6384,2.917862,3.0866382,271.72235,115.12022,0.878014,139.82791,5.4808545,104.44374,10.120121,9.81702,5.602808,2.9479249,1.8540556,844.9455,260.2075,1044.7456,18.733
8953,nifedipine,15 day,Middle,581.6025,9.678943,33.86965,66.3706,22.5637,40.113834,27.11156,190.8914,276.54007,43.700645,2.4519174,1.0077596,23.182188,51.60653,33.01381,48.555916,430.95282,2621.9192,347.79715,418.86105,565.6137,3.11255,3.2567399,263.06738,108.49756,0.8605388,139.41039,5.3968105,104.12483,10.269764,9.837353,5.552295,3.0773225,1.8691208,878.1874,258.8528,1020.32184,18.826962
8954,sulfasalazine,29 day,Low,582.3343,9.785573,33.894905,66.45807,22.5253,40.267044,27.27475,191.11273,282.20218,43.486294,2.40974,1.0124259,23.622995,51.35229,33.15676,48.138752,430.77832,2630.3997,342.40817,427.59787,563.11664,3.1528788,3.2996578,261.18365,105.935104,0.852782,139.39015,5.351962,103.990036,10.3040905,9.911959,5.5386567,3.1033704,1.8722237,890.2396,257.4312,1003.1746,18.878433
8955,moxisylyte,29 day,High,583.8873,9.251119,33.61795,65.648865,22.814518,39.368813,26.714693,189.53331,259.70853,45.26645,2.5855558,0.9750873,22.26909,52.703262,32.618984,49.713825,444.47968,2620.0767,361.83505,405.2248,574.58185,2.905986,3.0921698,271.178,114.92322,0.87587035,139.73912,5.502506,104.44096,10.123967,9.8417845,5.6055264,2.9477742,1.8538712,844.3298,260.7389,1049.5999,18.83448
8956,penicillamine,8 day,High,791.29565,9.455685,45.11154,62.47277,22.44935,38.698536,15.907139,126.456245,136.56163,55.397198,2.0724988,0.7183547,15.910688,48.715187,22.35801,31.91681,656.00165,2022.2593,322.8642,393.03638,352.16312,0.8394571,1.7170523,299.1414,111.953285,0.8665739,139.6453,4.858896,109.35182,8.943883,6.6969314,6.1759777,2.9814417,1.6122314,637.1802,235.20512,893.4414,10.814399
8957,promethazine,15 day,High,570.7686,10.123287,33.990654,67.08259,22.273125,40.728844,27.970871,190.88786,302.35098,42.200245,2.241912,1.0248306,25.051212,49.781178,33.114746,46.13305,408.37396,2652.7224,318.8626,453.19763,539.3902,3.416891,3.3485215,252.96722,98.53653,0.81783724,138.52588,5.2803893,103.81076,10.5031595,9.876297,5.564654,3.291209,1.9133873,915.1914,250.9501,961.8849,19.163523
8958,omeprazole,8 day,High,574.72064,10.0192175,33.813072,66.84559,22.351831,40.550484,27.711859,191.23563,296.39795,42.502052,2.291451,1.022888,24.580677,50.327065,33.14993,46.756332,416.524,2647.735,328.3662,444.3174,545.82025,3.3405092,3.333166,256.3017,100.839165,0.82813513,138.7957,5.307957,103.90034,10.444815,9.868211,5.5525618,3.23613,1.900978,902.6888,252.67993,978.2022,19.071789
8959,famotidine,29 day,Low,705.354,9.331004,40.939587,63.09547,22.661251,38.86194,20.568306,154.37558,183.53006,53.086956,2.4254024,0.81201947,18.26367,50.52462,26.145681,38.79678,577.1627,2234.5317,344.41873,415.34686,440.81302,1.4235089,2.0926208,293.6571,115.62589,0.8609783,139.584,5.1018744,107.68506,9.389721,7.9393516,5.959168,2.918629,1.6840405,699.78796,244.32014,966.80646,13.492897
8960,methimazole,8 day,Middle,778.90546,9.457354,44.516403,62.58717,22.481998,38.732075,16.64498,130.71349,143.50311,54.88364,2.1326272,0.7300719,16.195395,48.873047,22.971416,32.857235,644.2674,2052.0583,327.62518,397.58194,367.2218,0.92451257,1.7803061,298.91547,112.08647,0.8669399,139.67824,4.8798656,109.05861,9.015099,6.879684,6.142393,2.9726696,1.622614,646.38354,235.48528,906.2051,11.228613
8961,bendazac,15 day,High,583.08716,9.335793,33.6553,65.90447,22.707382,39.616615,26.875978,189.80656,265.92154,44.849087,2.5444326,0.9860209,22.611092,52.086365,32.799465,49.35399,438.76245,2615.1274,357.29034,410.05112,573.08685,2.9782584,3.1455698,268.31036,112.56905,0.8693528,139.62152,5.473647,104.335335,10.185807,9.863786,5.5781794,2.995059,1.853647,855.27167,261.44974,1037.3455,18.821976
8962,quinidine,15 day,High,559.25146,10.428829,34.01743,67.6104,22.124937,41.204964,29.33041,187.89609,327.22552,41.580067,2.0635111,1.0288163,27.239885,48.26805,32.843822,44.029194,372.91644,2693.7795,290.84857,486.65414,502.49512,3.7009623,3.4051127,244.08148,89.33523,0.75275844,137.60274,5.189843,103.64371,10.763185,9.807512,5.5964103,3.4923427,1.9420929,959.1319,243.89554,894.1114,19.606054
8963,clomipramine,15 day,Low,564.8546,10.264481,34.00694,67.34976,22.195404,40.946087,28.537853,189.67746,315.47696,41.709507,2.1521683,1.0279344,26.088675,48.94796,33.002743,45.009907,391.8373,2676.4163,305.6901,469.60156,521.9258,3.5614393,3.3746786,248.4815,93.980446,0.7905256,138.0726,5.244005,103.71918,10.630463,9.86127,5.57882,3.390005,1.9264734,932.19037,247.37526,931.1429,19.401047
8964,sulpiride,29 day,High,581.0833,9.776111,33.765343,66.39698,22.481365,40.25688,27.169945,191.70148,279.72635,43.487186,2.4153876,1.0149934,23.428114,51.39896,33.109398,48.25903,431.66083,2618.2974,343.9308,425.17905,564.4313,3.158555,3.2794216,260.81448,106.600266,0.85658455,139.28603,5.3659434,104.06296,10.31461,9.851641,5.538991,3.1128104,1.8767498,884.29767,256.71808,1006.8429,18.8813
8965,tiopronin,15 day,High,810.9556,9.443027,46.116055,62.14113,22.44332,38.64841,14.816938,120.08658,127.85928,56.061882,1.9783959,0.6916907,15.184339,47.98765,21.451809,30.384098,672.1907,1960.6854,317.40503,388.97577,330.12286,0.72279876,1.6294457,300.91534,111.094284,0.8668714,139.7043,4.7982078,109.72509,8.8306465,6.4425864,6.2415557,2.9933348,1.5846504,625.4516,233.61432,877.93335,10.190954
8966,phenytoin,29 day,Middle,672.9482,9.28168,38.99004,63.34117,22.717417,38.931114,22.619282,164.79904,202.51028,52.089264,2.5801435,0.856139,19.46418,51.283226,27.713976,41.924957,540.3382,2307.501,354.72406,421.93375,479.81058,1.7156603,2.250423,291.05334,117.37211,0.8613243,139.58345,5.1941857,107.02633,9.580917,8.4341135,5.8815346,2.8893263,1.704987,717.761,248.07434,997.91223,14.602359
8967,ajmaline,8 day,High,553.20685,10.592342,34.12527,67.89031,22.025534,41.58367,29.901741,186.79506,338.34653,41.316006,1.9520555,1.0365504,28.41624,47.310207,32.469948,43.117958,355.66776,2712.7778,275.75113,500.47504,484.45224,3.8584576,3.4305127,239.09521,85.41462,0.7189678,137.17421,5.1312685,103.49903,10.882464,9.733789,5.5987935,3.6182692,1.9558262,984.33765,240.65752,858.12854,19.856676
8968,acetazolamide,8 day,Low,787.39746,9.460292,44.948616,62.457336,22.46197,38.73891,16.08996,128.39957,139.79514,55.214245,2.096808,0.71603274,15.857133,48.48116,22.603054,32.126232,652.679,2031.5264,324.0517,396.00494,358.05563,0.8588478,1.7245623,298.9515,112.03301,0.86527497,139.69998,4.8598776,109.24422,8.961643,6.7610087,6.1719093,2.9760923,1.6124125,643.2755,236.29137,899.81665,10.86554
8969,valproic acid,8 day,High,785.012,9.47595,44.874935,62.442856,22.468533,38.74288,16.126648,128.93819,140.16933,55.222744,2.0875456,0.7243074,15.823877,48.65287,22.676683,32.27342,653.0868,2046.8735,322.82947,394.60718,358.31552,0.8670362,1.741891,299.1456,111.99041,0.8676763,139.69983,4.873627,109.17398,8.963282,6.792421,6.1630588,2.9817183,1.61621,646.0623,235.01387,897.04803,10.975459
8970,coumarin,8 day,Low,770.69836,9.473961,44.050537,62.660294,22.496578,38.806713,16.959362,134.20947,148.26454,54.67912,2.1703115,0.73940027,16.374563,49.09687,23.410717,33.499947,638.62305,2082.0068,329.3453,400.5257,375.71936,0.9631748,1.8136734,298.49893,112.77806,0.8662705,139.6987,4.9067926,108.91578,9.051809,6.982063,6.124187,2.9694684,1.6251694,654.86273,236.59694,913.1004,11.411146
8971,triamterene,15 day,Middle,686.4055,9.319864,39.791412,63.28505,22.707708,38.883354,21.805698,161.96213,195.26468,52.42493,2.5344124,0.8367257,19.016605,50.977325,27.195547,40.64528,553.6314,2280.842,352.9919,419.46008,465.2616,1.5990924,2.193631,292.27115,116.38001,0.85817116,139.59074,5.154016,107.32565,9.504066,8.254062,5.916855,2.896438,1.6962563,712.86035,245.93681,990.90564,14.147816
8972,ethanol,29 day,High,818.9206,9.512603,46.489616,62.04055,22.447016,38.596405,14.568678,115.93935,123.19861,56.279243,1.942597,0.67008024,15.065227,47.66186,21.08261,29.896744,677.4651,1929.0923,316.36627,385.85895,324.38007,0.69024026,1.5862031,302.8658,110.65241,0.8658211,139.72452,4.7667317,109.83252,8.786363,6.3293324,6.2782283,3.0069292,1.568063,618.7378,232.2023,871.4269,9.994835
8973,methyldopa,29 day,Low,742.03644,9.39442,42.550854,62.92639,22.553457,38.875557,18.645594,144.53767,164.35686,53.84843,2.302536,0.774807,17.321358,49.898582,24.790653,36.08586,610.3684,2151.3215,337.3583,409.04523,408.0822,1.1650243,1.9462832,296.382,114.18723,0.8642915,139.67442,4.9951997,108.33851,9.20721,7.4001284,6.039078,2.9364998,1.6578068,675.3455,240.0309,938.6446,12.373064
8974,benzbromarone,15 day,High,578.99854,9.913465,33.850708,66.63817,22.418518,40.44944,27.366106,191.4795,287.3232,42.81176,2.3473794,1.0225989,23.936693,50.917587,33.203117,47.579857,425.64178,2626.5483,336.458,433.3949,556.3833,3.239625,3.315711,257.70145,103.674324,0.8464497,139.06879,5.328264,103.95061,10.374554,9.875125,5.529553,3.169028,1.888587,895.8567,255.15616,993.1312,18.92942
8975,puromycin aminonucleoside,29 day,Middle,582.0015,9.442276,33.789455,66.11867,22.669653,39.83149,26.867119,190.25412,269.0399,44.486755,2.5100605,0.9959372,22.705406,51.959587,32.829334,49.075993,436.56165,2624.1028,352.7128,411.56415,569.25195,3.0175815,3.1984413,266.74255,111.23076,0.8650125,139.5865,5.451446,104.25625,10.202533,9.863003,5.564376,3.0249977,1.8598828,866.64124,260.97113,1029.7914,18.775888
8976,acetaminophen,29 day,Middle,779.6728,9.46506,44.584026,62.58323,22.531116,38.7438,16.504642,130.28098,142.31425,54.901447,2.1319122,0.72391325,16.141054,48.976562,22.907938,32.774864,646.4151,2060.5222,327.2115,395.53656,364.53772,0.9040256,1.7587798,298.9117,112.76428,0.8655229,139.71089,4.8828583,109.12055,8.986933,6.850557,6.1496577,2.976548,1.618017,648.1925,236.08618,904.9094,11.100568
8977,nicotinic acid,8 day,High,815.1741,9.445597,46.227455,62.122795,22.439253,38.638607,14.596936,117.85234,125.24714,56.275234,1.9685487,0.680741,15.069898,48.03554,21.160473,30.15474,674.9343,1953.5431,316.9109,387.12527,327.84506,0.7005758,1.6071314,302.28696,111.21466,0.86395186,139.77467,4.7984858,109.76553,8.797156,6.409037,6.2561846,3.0001707,1.5821875,622.27856,232.10771,874.1594,10.01753
8978,nitrofurantoin,8 day,Middle,738.2119,9.427716,42.540886,62.872967,22.574558,38.823982,18.857548,144.6265,165.79588,53.95523,2.301444,0.7726394,17.38095,49.818375,24.734093,36.259403,607.8125,2154.8293,336.3293,408.81348,410.21515,1.1759065,1.934472,295.2659,114.58837,0.86023206,139.6037,5.0113797,108.27811,9.214281,7.486365,6.0433807,2.9382389,1.6506902,678.5187,241.44849,940.18823,12.488663
8979,methyltestosterone,8 day,Low,563.36725,10.334607,33.94725,67.415535,22.154013,41.109585,28.931776,189.02977,320.3968,41.839447,2.1228104,1.0293694,26.594254,48.384396,32.812172,44.61715,383.50082,2679.3604,300.3473,474.5736,513.87244,3.6345387,3.3986564,248.11453,92.42835,0.7730951,137.8544,5.2034483,103.72214,10.692702,9.802532,5.5908456,3.4416122,1.9329268,943.18463,245.4963,921.5266,19.543324
8980,bromobenzene,29 day,High,771.19037,9.467353,44.257065,62.60458,22.496742,38.727577,16.935669,131.38467,145.4353,54.706654,2.1334555,0.73605967,16.266724,49.064095,23.174501,33.127934,642.22473,2081.0842,326.52728,396.0883,371.36942,0.9524939,1.8002293,297.7454,112.502525,0.8698173,139.64795,4.9114614,108.93078,9.0324135,6.9564133,6.1240406,2.9769173,1.628854,649.0839,236.42352,909.2701,11.364217
8981,phenobarbital,29 day,High,725.113,9.354234,41.77227,63.143112,22.604774,38.822655,19.702032,150.1477,174.25346,53.48859,2.366096,0.79436815,17.884598,50.12242,25.498463,37.35915,592.7153,2185.1353,343.42944,410.57187,424.30527,1.287117,2.0041761,294.99768,115.1979,0.86091274,139.6389,5.050221,108.06528,9.310722,7.6645904,6.0061088,2.9338307,1.6648144,686.15845,243.58868,951.1723,13.012432
8982,bucetin,15 day,Low,695.0599,9.325322,40.274727,63.177258,22.704514,38.77775,21.227205,157.754,189.30386,52.838043,2.4741607,0.82069397,18.714178,50.878666,26.708893,39.875805,564.025,2247.8794,349.28543,417.09238,455.5275,1.5278144,2.1470127,293.23914,116.32125,0.8550223,139.57515,5.1329756,107.42438,9.447251,8.147033,5.9332495,2.9077253,1.6910604,707.41504,245.15439,983.9347,13.903935
8983,nifedipine,8 day,High,581.90405,9.772527,33.729595,66.365616,22.5286,40.169266,27.160744,191.0739,280.86298,43.45313,2.4185991,1.0106759,23.54882,51.510586,33.0453,48.167107,431.66003,2637.9106,345.2302,424.83667,559.97784,3.1409712,3.2999601,260.93207,106.02131,0.8510874,139.30345,5.378,104.06873,10.311773,9.892354,5.548892,3.0998662,1.8763806,885.3879,256.77307,1007.1281,18.86388
8984,methyldopa,15 day,Middle,742.09894,9.407677,42.695568,62.83564,22.58409,38.81298,18.456333,142.73106,163.33661,54.05191,2.2850957,0.77042055,17.209482,49.865036,24.527777,35.868763,611.7405,2152.0916,335.6074,408.15173,405.71478,1.152637,1.9316865,296.1517,114.57803,0.8596003,139.6518,4.997023,108.35824,9.197505,7.4305434,6.0581756,2.9422562,1.6502393,675.18335,239.65439,937.6491,12.329312
8985,adapin,15 day,Low,566.8431,10.191758,34.090122,67.201416,22.2382,40.85494,28.24824,190.13196,308.652,41.989315,2.1921852,1.0234592,25.536419,49.32896,33.10132,45.63184,400.37158,2659.8567,312.36194,460.71027,532.7114,3.489688,3.3539984,250.77338,96.46683,0.8049611,138.31702,5.2528567,103.724556,10.561656,9.845001,5.572349,3.3444946,1.920965,923.91986,248.85515,950.6259,19.262419
8986,ranitidine,15 day,Middle,590.07587,9.001831,34.795372,64.7458,22.961458,39.16592,25.830866,188.64194,236.9367,48.311466,2.7932074,0.9349298,20.84184,53.39472,31.670282,48.314316,473.07922,2521.704,367.3661,413.30536,575.18854,2.510941,2.6739807,280.44183,122.02459,0.8827289,139.81563,5.48441,105.24698,9.9203005,9.602589,5.685028,2.8751311,1.8143526,791.04376,258.4619,1061.4677,17.682352
8987,azathioprine,29 day,Low,662.7584,9.337232,38.686092,63.49312,22.782225,38.934467,22.926577,169.09665,206.26987,51.7924,2.6153405,0.85789365,19.576561,51.559975,28.253798,42.42589,533.7461,2322.9797,357.35794,424.57455,487.60788,1.7867128,2.265286,290.67734,117.513954,0.8572345,139.5364,5.210382,106.9122,9.603985,8.573751,5.8638062,2.881752,1.7168319,726.10004,248.05553,1009.73724,14.83387
8988,ketoconazole,15 day,Low,532.22375,11.029479,34.284397,68.66144,21.759092,42.394978,31.800257,182.72978,370.62726,40.622215,1.6623234,1.0419426,31.31884,44.7815,31.96455,40.103107,303.61295,2799.1104,233.41495,551.0292,428.72183,4.2534556,3.473758,226.00201,73.07285,0.6110471,135.81277,5.0103345,103.1926,11.219655,9.613095,5.6517544,3.9321322,1.9922808,1051.4663,232.01314,745.3078,20.532127
8989,furosemide,8 day,Middle,663.7746,9.329577,38.70369,63.426834,22.714436,38.946243,22.88438,168.1725,206.45895,51.972305,2.6112041,0.8611682,19.574152,51.452335,28.209833,42.455536,535.98425,2327.2134,356.14362,425.0115,487.73138,1.7898891,2.278704,291.31213,117.470726,0.85451305,139.5071,5.2105517,106.91835,9.609911,8.588648,5.8576417,2.884292,1.7141582,724.18463,248.27107,1005.5919,14.863997
8990,phenylbutazone,29 day,Middle,577.1186,9.953659,33.884068,66.721565,22.38563,40.53292,27.55249,191.14429,289.77155,42.735416,2.3272152,1.0223364,24.2436,50.69228,33.055073,47.348152,420.64993,2631.303,332.30817,436.7863,552.1802,3.2769227,3.3282251,256.64313,102.77025,0.8390536,138.96909,5.3130536,103.91189,10.395613,9.847929,5.5368247,3.1931138,1.8954077,900.60187,254.07068,990.81177,18.913023
8991,vitamin A,15 day,High,579.0845,9.920893,33.865036,66.54779,22.416784,40.3887,27.315842,191.64526,285.87665,42.97658,2.3486135,1.0229683,23.928137,51.13989,33.139984,47.807076,427.70615,2637.7708,337.59033,431.01093,556.48303,3.2262526,3.320805,258.06268,103.98916,0.84468573,139.10262,5.3396416,103.9639,10.3544855,9.877879,5.5285363,3.1559508,1.8845882,892.0988,256.0555,999.3516,18.87369
8992,isoniazid,15 day,Middle,793.0169,9.481979,45.236366,62.42744,22.41536,38.692455,15.776886,125.72002,136.9157,55.36943,2.055148,0.7081108,15.642221,48.25069,22.277798,31.598839,657.5068,2011.3094,321.35147,394.30002,350.70126,0.8246029,1.700573,299.9152,111.88583,0.8647236,139.64766,4.855098,109.32602,8.924198,6.707479,6.1884723,2.9852276,1.6035187,638.006,235.3653,890.26715,10.729996
8993,bromoethylamine,15 day,High,798.1458,9.452459,45.48073,62.428658,22.483053,38.647594,15.707696,124.180756,134.43462,55.366955,2.0396235,0.7049033,15.62247,48.17359,22.17754,31.319902,658.9126,2004.1636,323.03723,391.17776,347.39896,0.812308,1.6932615,301.63867,111.09391,0.86853117,139.71645,4.8268976,109.43234,8.91083,6.625134,6.2076693,2.9943223,1.5954757,632.3748,234.82526,893.53345,10.66945
8994,adapin,29 day,Low,567.7555,10.188935,34.040237,67.270676,22.219845,40.86841,28.234758,190.6593,309.5579,41.875595,2.1907754,1.028456,25.59615,49.287064,33.065693,45.439133,400.7289,2668.2847,312.4909,460.14145,531.052,3.496225,3.3732736,250.19283,96.198235,0.8054528,138.2989,5.2525325,103.7504,10.571057,9.867096,5.5665007,3.3569453,1.921297,923.26135,248.34996,947.84784,19.30338
8995,allopurinol,15 day,Middle,782.71906,9.479088,44.76198,62.53079,22.500149,38.753456,16.39487,128.73283,141.61243,54.9294,2.110352,0.7250761,15.973295,48.505585,22.770226,32.338528,648.6602,2037.5358,325.56476,396.01578,359.87607,0.8905082,1.759144,299.69916,112.72029,0.8693405,139.67488,4.866061,109.167435,8.974185,6.824874,6.1549854,2.990735,1.611282,642.973,235.33069,901.26855,11.027263
8996,allopurinol,29 day,High,788.1204,9.459678,44.907642,62.568993,22.445057,38.74836,16.101973,128.42935,139.09453,55.05701,2.0959063,0.7220869,15.888761,48.757805,22.59134,32.23451,651.98303,2029.573,324.79306,395.2642,357.9254,0.8673888,1.742835,299.0847,111.97271,0.8690692,139.7105,4.8698606,109.23172,8.960019,6.7473836,6.1697946,2.984956,1.6112005,640.06537,235.52707,896.8596,10.880582
8997,cimetidine,15 day,High,697.2029,9.372533,40.461582,63.263096,22.672935,38.911087,21.039886,157.13718,186.11053,52.892277,2.4647064,0.82205534,18.529331,50.980293,26.606464,39.511787,571.17773,2261.6365,347.15677,414.9125,450.10852,1.4841428,2.12484,293.36435,116.54154,0.85801697,139.60257,5.1220937,107.526085,9.417563,8.059872,5.9294624,2.9166658,1.6868479,707.6674,245.00908,968.2126,13.755575
8998,bromobenzene,15 day,Low,769.2192,9.480808,44.11636,62.71513,22.527967,38.731068,17.081295,131.96504,147.58836,54.351578,2.1587842,0.7373476,16.401152,48.958946,23.306019,33.355244,637.70685,2080.856,328.7547,397.22327,375.77628,0.9744296,1.8115313,297.79312,112.65065,0.8683978,139.66504,4.904235,108.901665,9.052182,6.9724965,6.123979,2.9679444,1.6253746,651.02484,237.60402,912.33185,11.431402
8999,fluphenazine,29 day,Middle,548.49396,10.615962,34.091114,67.991,21.975742,41.671757,30.197485,186.49774,344.38312,41.231373,1.9042372,1.0326031,28.880648,46.869995,32.527107,42.511684,346.4651,2738.773,269.1815,509.8927,475.17285,3.9201062,3.4259555,237.79916,83.28309,0.6989449,136.94502,5.1222477,103.478386,10.925342,9.720472,5.6147585,3.668023,1.9634267,995.6085,239.24783,837.6892,20.003937
9000,ketoconazole,8 day,Low,533.286,11.03773,34.22922,68.551216,21.792273,42.340233,31.879799,181.96658,370.5075,40.725075,1.6727176,1.0383309,31.312359,44.81076,31.87395,40.260445,303.71448,2805.9272,234.62971,549.57916,430.46878,4.250694,3.483795,226.26265,72.90774,0.6117352,135.80107,5.016846,103.24298,11.217608,9.604643,5.6536202,3.919024,1.9902682,1051.4053,232.04366,752.0808,20.534903
